2019-11-27 20:15:32.088 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:32.089 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.109 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.110 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.151 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.151 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.232 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.233 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.394 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.394 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.715 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.715 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:32.715 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.716 parsl:248 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Got tasks: [7] of 7
2019-11-27 20:15:32.716 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:1
2019-11-27 20:15:32.717 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.717 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.717 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:1, pending tasks:0
2019-11-27 20:15:32.717 parsl:225 Rank:0 [DEBUG]  [TASK_PULL_THREAD] Requesting tasks: 1
2019-11-27 20:15:32.737 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.737 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.778 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.778 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
2019-11-27 20:15:32.859 parsl:256 Rank:0 [DEBUG]  [TASK_PULL_THREAD] No incoming tasks
2019-11-27 20:15:32.859 parsl:218 Rank:0 [DEBUG]  [TASK_PULL_THREAD] ready workers:0, pending tasks:0
